tid,name,usage_count,follower_count,canonical_term,match_type,confidence,final_disposition,canonical_tid
103603,Residential Parking Permits,1,5,,,,delete,
103604,Senate One House Budget,12,11,Budget,keyword_match,medium,merge_to_canonical,6786.0
10361,anti-violence,16,91,,,,delete,
103612,Agency Rulemaking,1,8,,,,delete,
103613,Communicable Diseases,1,7,,,,delete,
103619,One-house budget proposal,2,4,Budget,keyword_match,medium,merge_to_canonical,6786.0
10362,community board one,1,3,,,,delete,
10363,mosque,1,4,,,,delete,
10364,ACA,1,45,,,,delete,
10365,ACA Repeal,1,41,,,,delete,
10366,AHCA,1,14,,,,delete,
103662,cybersecurity,5,11,Data Privacy,keyword_match,medium,merge_to_canonical,75986.0
103663,ransomware,5,10,,,,delete,
103664,protecting our data,1,11,,,,delete,
10367,End of session,13,19,,,,delete,
103674,Senate Democrat one-house budget,1,5,Budget,keyword_match,medium,merge_to_canonical,6786.0
103676,Pipeline Insurance,1,3,Insurance,keyword_match,medium,merge_to_canonical,7236.0
10368,e-blast,2,4,,,,delete,
10369,FAIR TIckets Act,1,2,,,,delete,
103698,state government spending; taxpayers,3,10,,,,delete,
10370,New York State Constitutional Convention,5,67,,,,delete,
10372,paths to pier 42,1,0,,,,delete,
103722,Student Speak Out,1,4,Education,keyword_match,medium,merge_to_canonical,7001.0
103728,Child Pove,0,0,,,,delete,
10373,solidarity,5,10,,,,delete,
10374,Open Spaces,6,9,,,,delete,
103748,Leaf Blowers,2,8,,,,delete,
10375,End School to Prison Pipeline,2,37,Education,keyword_match,medium,merge_to_canonical,7001.0
10376,Open School,1,1,Education,keyword_match,medium,merge_to_canonical,7001.0
103763,Cerebral Palsy,1,1,,,,delete,
103764,Bow Tie Tuesday,9,5,,,,delete,
10377,Task Force on Heroin & Opioid Addiction,2,16,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
103771,Shoplifters,5,19,,,,delete,
103772,Retail Workers,10,10,,,,delete,
103775,Shoplifting,2,6,,,,delete,
10378,Fatal Shooting,4,5,,,,delete,
103781,Commack School District,4,1,Education,keyword_match,medium,merge_to_canonical,7001.0
103782,Commack Legislative Advocacy Committee,2,1,,,,delete,
10379,Bronx Lebanon Hospital Center,1,1,Health Care,keyword_match,medium,merge_to_canonical,7166.0
10380,Fr Louis Gigante,2,0,,,,delete,
103805,Hidden Taxes; New York State Budget; Fees; Surcharges,2,17,Taxes,semicolon_first_term_keyword,medium,merge_to_canonical,7626.0
10381,Family Festival,6,16,,,,delete,
10382,SEBCO,2,0,,,,delete,
10383,SISDA,2,0,,,,delete,
10384,FESTIVAL FAMILIAR,1,1,,,,delete,
10385,flexible work,2,12,,,,delete,
10386,Police Officer Miosotis Familia,1,1,First Responders,keyword_match,medium,merge_to_canonical,8930.0
10387,Illegal Dumping,6,14,,,,delete,
10388,cancer coverage,4,13,Health Care,keyword_match,medium,merge_to_canonical,7166.0
10389,New York City Police Department,24,145,First Responders,keyword_match,medium,merge_to_canonical,8930.0
10390,Legal Clinic,4,6,,,,delete,
10391,North Bellmore,1,0,,,,delete,
10392,North Merrick,1,0,,,,delete,
10393,Agriculture and Health,8,89,Health Care,keyword_match,medium,merge_to_canonical,7166.0
10394,Pedestrian Safety,39,60,,,,delete,
10395,services,2,6,,,,delete,
10396,jackson heights,1,0,,,,delete,
10397,mass transit,21,83,,,,delete,
10399,esl,2,16,,,,delete,
10400,community organizations,12,16,,,,delete,
10401,community forums,2,9,,,,delete,
10402,know your rights,7,47,,,,delete,
10403,New York State Police Trooper,8,19,First Responders,keyword_match,medium,merge_to_canonical,8930.0
10404,Joel R. Davis,1,0,,,,delete,
10405,MTA Board,7,23,MTA,keyword_match,medium,merge_to_canonical,9222.0
10406,Joe Lhota,1,1,,,,delete,
10407,cancer survivors,3,15,Health Care,keyword_match,medium,merge_to_canonical,7166.0
10408,Lyme Disease Task Force,9,32,Lyme & Tick-Borne Diseases,keyword_match,medium,merge_to_canonical,
104085,Fair Housing; Consumer Protection; Fighting Racism; Long Island,1,5,Housing,semicolon_first_term_keyword,medium,merge_to_canonical,7201.0
104086,lead pipes,1,7,,,,delete,
10409,local news,20,99,,,,delete,
104092,health clinic,2,10,Health Care,keyword_match,medium,merge_to_canonical,7166.0
10410,Grandparents,1,10,,,,delete,
10411,Memorial Concert,5,5,,,,delete,
10412,Howard Beach,2,0,,,,delete,
104122,Judicial Nomination,6,8,Judiciary,keyword_match,medium,merge_to_canonical,7271.0
10413,PCBs,2,1,,,,delete,
10414,Whitestone Bridge,1,1,,,,delete,
104145,Access to Healthcare,37,80,Health Care,keyword_match,medium,merge_to_canonical,7166.0
10415,Traffic,8,32,,,,delete,
104159,Mechanicville,5,1,,,,delete,
10416,Finger Lakes Cheese Festival,1,1,,,,delete,
104166,Nursing Simulation,1,5,,,,delete,
104167,Nursing Shortage,2,7,,,,delete,
104168,CICU,1,2,,,,delete,
104169,Healthcare,9,31,Health Care,seed_exact,high,merge_to_canonical,7166.0
10417,Finger Lakes economy,2,4,Economic Development,keyword_match,medium,merge_to_canonical,6996.0
104177,streaming tax,1,10,Taxes,keyword_match,medium,merge_to_canonical,7626.0
10418,Abrazo Dominicano,2,3,,,,delete,
10419,Community Relations,6,28,,,,delete,
10420,Transgender Individuals,3,64,LGBTQ+ Rights,keyword_match,medium,merge_to_canonical,
104202,Edward Kindt,4,2,,,,delete,
104203,Penny Brown,2,2,,,,delete,
104204,Freedom,8,17,,,,delete,
10421,LGBTQIA,8,94,LGBTQ+ Rights,keyword_match,medium,merge_to_canonical,
104211,E-News,3,2,,,,delete,
104212,Senate District 56,1,1,,,,delete,
104218,New York State Government,4,11,,,,delete,
104219,New Yorkers Rights,1,12,,,,delete,
10422,First Respondents,3,15,,,,delete,
104220,2023-A5346,1,4,,,,delete,
104221,2023-A5350,1,6,,,,delete,
104222,2023-A5337,1,7,,,,delete,
104229,responsible gambling,1,0,Gaming,keyword_match,medium,merge_to_canonical,7111.0
10423,subsidies,42,73,,,,delete,
104233,new office,1,1,,,,delete,
104237,curbside pickup,1,5,,,,delete,
104238,Veterans Service Organizations,4,4,Veterans,keyword_match,medium,merge_to_canonical,7691.0
10424,Workshop,9,7,,,,delete,
104247,illegal smoke shops,3,6,,,,delete,
104248,public information,1,5,,,,delete,
104249,Division of the Budget,1,1,Budget,keyword_match,medium,merge_to_canonical,6786.0
10425,rights,2,11,,,,delete,
104250,State Office of Information Technology,2,4,Technology Policy,keyword_match,medium,merge_to_canonical,
104251,NYC Free Tax Prep,15,2,Taxes,keyword_match,medium,merge_to_canonical,7626.0
104254,Student Advocates,1,5,Education,keyword_match,medium,merge_to_canonical,7001.0
104255,Senator Lea Webb,2,1,,,,delete,
104256,Rally for Funding,1,1,,,,delete,
104257,State University of New York,3,4,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
10426,Bail,16,198,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
104262,Veterans Tuition Award Program,2,3,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
104268,Tax on digital streaming services,1,6,Taxes,keyword_match,medium,merge_to_canonical,7626.0
10427,Rikers,7,23,,,,delete,
104273,Broadalbin,1,1,,,,delete,
104277,Senator Julia Salazar,1,2,,,,delete,
10428,Trains,8,21,,,,delete,
10429,Landmarks Preservation,5,22,,,,delete,
10430,Repeal of Affordable Care Act,1,15,Health Care,keyword_match,medium,merge_to_canonical,7166.0
104300,2023 Legislative Survey,2,18,,,,delete,
10431,Legal Aid,6,25,,,,delete,
104311,Buffalo blizzard,0,3,,,,delete,
10432,Education Housing,1,24,Education,keyword_match,medium,merge_to_canonical,7001.0
104328,school shootings; mass violence; threats; mass gatherings,2,24,Education,semicolon_first_term_keyword,medium,merge_to_canonical,7001.0
104329,State Capitol,5,3,,,,delete,
10433,School-Based Health Centers,20,83,Health Care,keyword_match,medium,merge_to_canonical,7166.0
104330,State budget; One-party control; state government,1,1,Budget,semicolon_first_term_seed,high,merge_to_canonical,6786.0
10434,Queens Library. Funding,1,2,Libraries,keyword_match,medium,merge_to_canonical,8131.0
104346,Cameras in Courtrooms,1,4,,,,delete,
10435,mobility,2,3,,,,delete,
10436,inclusivity,9,27,,,,delete,
10437,Legislative Rural Resources,5,20,,,,delete,
10439,Agriculture Arts and Culture Tourism Health Transportation,1,27,Health Care,keyword_match,medium,merge_to_canonical,7166.0
10440,Legislative Commission on Rural Resources Agriculture Arts and Culture Tourism Health Transportation,3,20,Health Care,keyword_match,medium,merge_to_canonical,7166.0
10441,Buffalo Waterfront,2,10,,,,delete,
10442,Community Board 7,1,0,,,,delete,
104421,South Salem,1,0,,,,delete,
10443,Andrew Sandler,1,0,,,,delete,
10445,Rehabilitation,4,4,,,,delete,
10446,Beach Cleanup,4,21,,,,delete,
10447,fire prevention,13,31,,,,delete,
10448,wellness,6,37,,,,delete,
10449,Electronics Recycling,91,163,Environment,keyword_match,medium,merge_to_canonical,7036.0
10450,Heroin and Opioid Task Force,4,26,Opioid & Substance Use,keyword_match,medium,merge_to_canonical,
10451,coding,5,14,,,,delete,
10452,Briana's Law,5,12,,,,delete,
10453,NYS Senate Liberty Medal,21,21,,,,delete,
10454,Daniel Loeb,1,1,,,,delete,
104542,Debt extender,1,3,,,,delete,
10455,Senate Democratic Leader,3,9,,,,delete,
10457,Success Academy,1,4,,,,delete,
10458,politics,3,11,,,,delete,
10459,dignity,5,15,,,,delete,
10460,respect,1,7,,,,delete,
10461,Free Training,3,25,,,,delete,
104616,Yeshiva University,1,2,Higher Education,keyword_match,medium,merge_to_canonical,7176.0
10462,Suffolk County Department of Health,1,9,Health Care,keyword_match,medium,merge_to_canonical,7166.0
104624,Energy bills,2,13,Energy,keyword_match,medium,merge_to_canonical,7026.0
104628,grandmaster,1,1,,,,delete,
104629,honoring,1,4,,,,delete,
10463,environmental preservation,20,159,Environment,keyword_match,medium,merge_to_canonical,7036.0
104631,youth symposium,3,3,Children,keyword_match,medium,merge_to_canonical,6816.0
104632,sorority,1,2,,,,delete,
104633,subcommittees,4,9,,,,delete,
104634,Make Every Day Earth Day,1,4,Environment,keyword_match,medium,merge_to_canonical,7036.0
10464,Emmanuel Baptist Church,1,1,,,,delete,
104641,Swatting,5,6,,,,delete,
104642,Baxter's Pet Food Pantry,1,4,Nutrition,keyword_match,medium,merge_to_canonical,7411.0
10465,Community Celebration,29,38,,,,delete,
10466,Development,2,17,,,,delete,
104660,Emergency Equipment,1,3,,,,delete,
10467,Public Assets,4,14,,,,delete,
10470,school supplies,19,30,Education,keyword_match,medium,merge_to_canonical,7001.0
10471,Labor Protections,12,110,Labor,keyword_match,medium,merge_to_canonical,7286.0
10472,Caribbean American Heritage,11,12,,,,delete,
10473,Trailblazers,2,1,,,,delete,
10474,Deer Hunting,11,89,,,,delete,
10475,Antler Point Restrictions,0,14,,,,delete,
104751,Mifepristone,3,3,,,,delete,
10476,Deer Management Permit,0,10,,,,delete,
104762,CLCPA; clean energy mandates,54,19,Climate Change,semicolon_first_term_keyword,medium,merge_to_canonical,6841.0
10477,Removing Grand Island Toll Barriers,1,2,,,,delete,
10478,EpiPen,7,22,,,,delete,
10479,Epinephrine,3,4,,,,delete,
10480,Catholic Guardian Services,1,3,,,,delete,
10481,Diversity,14,77,,,,delete,
10482,Inclusion,6,26,,,,delete,
10483,creative industries,1,10,,,,delete,
10484,television,1,9,,,,delete,
10485,school district,4,23,Education,keyword_match,medium,merge_to_canonical,7001.0
10486,Funding Opportunities,6,19,,,,delete,
10487,Government Grants,17,103,,,,delete,
104871,Office for the Aging,2,8,Seniors,keyword_match,medium,merge_to_canonical,7546.0
104872,COVID test kits,5,3,COVID-19 Pandemic,keyword_match,medium,merge_to_canonical,78756.0
104873,NYS Senate District 16,1,1,,,,delete,
104874,Autism Awareness Month,5,8,Developmental Disabilities,keyword_match,medium,merge_to_canonical,6956.0
10488,Epilepsy,3,6,,,,delete,
104887,Non-Compete Agreements,1,19,,,,delete,
10489,Hurricane Harvey,5,5,,,,delete,
10490,Heath,3,21,,,,delete,
104904,Xylazine,1,2,,,,delete,
10491,Social,1,12,,,,delete,
104915,state spending; taxing; late budget,2,5,Budget,semicolon_first_term_keyword,medium,merge_to_canonical,6786.0
104916,Reality Check,1,2,,,,delete,
104917,JUUL,1,2,,,,delete,
104918,Youth Safety,2,4,Children,keyword_match,medium,merge_to_canonical,6816.0
10492,Adaptive Reuse,1,11,,,,delete,
104920,model united nations,1,2,,,,delete,
104921,missing persons,5,5,,,,delete,
104922,Ballston Spa,8,2,,,,delete,
10493,Neighborhood Redevelopment,5,17,,,,delete,
10494,motorist safety,3,10,,,,delete,
104940,Judge Rowan Wilson,6,2,,,,delete,
10495,Texas,3,6,,,,delete,
10496,Prostate Cancer Awareness,12,14,Health Care,keyword_match,medium,merge_to_canonical,7166.0
10497,Bergen Beach,1,3,,,,delete,
10498,Halloween,16,20,,,,delete,
10499,Community Event,165,118,,,,delete,
104992,Ann Cotton-Morris,1,0,,,,delete,
104993,Thornwood,1,0,,,,delete,
10500,Movies,4,11,,,,delete,
105004,Alliance for Hippocratic Medicine v. FDA,1,2,,,,delete,
10501,Family Health Fair,10,30,Health Care,keyword_match,medium,merge_to_canonical,7166.0
105018,Caitlin Halligan,1,0,,,,delete,
105019,Judicial Nominees,1,3,Judiciary,keyword_match,medium,merge_to_canonical,7271.0
10502,dental care,9,47,,,,delete,
10503,rural,13,17,,,,delete,
10504,Rural health care/dental care,6,41,Health Care,keyword_match,medium,merge_to_canonical,7166.0
105046,etc.,1,1,,,,delete,
10505,Fill a Truck for Texas,1,1,,,,delete,
10506,ew York State Department of Environmental Conservation,1,32,Environment,keyword_match,medium,merge_to_canonical,7036.0
105068,2023 Women of Distinction,10,10,Women of Distinction,keyword_match,medium,merge_to_canonical,8989.0
105071,farm labor costs,1,1,Labor,keyword_match,medium,merge_to_canonical,7286.0
10508,Naloxone,5,11,,,,delete,
10509,9/11,58,103,Public Safety,keyword_match,medium,merge_to_canonical,8316.0
10510,Kiwanis International,1,2,,,,delete,
105101,Parental Alienation,1,3,,,,delete,
105109,Senator Gonzalez,2,2,,,,delete,
10511,End the Prison Pipeline,1,15,Criminal Justice Reform,keyword_match,medium,merge_to_canonical,8546.0
10512,Union Protection,1,18,Labor,keyword_match,medium,merge_to_canonical,7286.0
10513,Safety Net Programs,2,13,,,,delete,
105137,library week,2,5,Libraries,keyword_match,medium,merge_to_canonical,8131.0
105138,outstanding librarian award 2023,5,1,Libraries,keyword_match,medium,merge_to_canonical,8131.0
10514,Small Business Development,57,244,Small Business,keyword_match,medium,merge_to_canonical,7561.0
10515,Assisted Living,6,37,,,,delete,
105155,2023-2024 State Budget; transparency and accountability,5,22,Budget,semicolon_first_term_keyword,medium,merge_to_canonical,6786.0
10516,Farm Safety,6,22,Agriculture,keyword_match,medium,merge_to_canonical,6716.0
10517,Arts & Cultural Funding,24,77,Arts & Culture,keyword_match,medium,merge_to_canonical,80871.0
105177,Education; New York State Education Department; School Districts,9,11,Education,semicolon_first_term_seed,high,merge_to_canonical,7001.0
10518,exhibit,2,4,,,,delete,
105183,book banning,5,13,,,,delete,
10519,Free Chow Down,2,8,,,,delete,
10520,Abortion,85,638,Reproductive Rights,keyword_match,medium,merge_to_canonical,9346.0
105209,etc,2,1,,,,delete,
10521,Major Clayton Carpenter Memorial Highway,1,0,Transportation,keyword_match,medium,merge_to_canonical,7656.0
105217,jail demolition,2,5,,,,delete,
105218,NYC Transit Workers,1,0,,,,delete,
10522,Gentrification,9,56,,,,delete,
105223,Pier 86,1,0,,,,delete,
105224,I Love My Park Day,1,2,,,,delete,
105225,Lidia Bastianich,1,0,,,,delete,
105226,Celebrity Chefs,1,0,,,,delete,
105227,Italian Culture,1,0,,,,delete,
10523,100 Years of Women's Suffrage in NYS,15,118,,,,delete,
10524,New York State Constitution,7,54,,,,delete,
105247,SNAP etc.,2,8,,,,delete,
10525,Union Protections and Workers' Rights,6,46,Labor,keyword_match,medium,merge_to_canonical,7286.0
10526,Right to Counsel,2,7,,,,delete,
105266,Batavia Downs,1,0,,,,delete,
105267,FY 2024 State Budget,6,3,Budget,keyword_match,medium,merge_to_canonical,6786.0
10528,Single Payer Health System,7,107,Health Care,keyword_match,medium,merge_to_canonical,7166.0
105283,2024 budget,8,33,Budget,keyword_match,medium,merge_to_canonical,6786.0
105286,Ruth Bader Ginsburg Hospital,1,1,Health Care,keyword_match,medium,merge_to_canonical,7166.0
105287,Coney Island School,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
105288,#FixtheMTA,3,56,,,,delete,
10529,Rosh Hashanah,3,3,,,,delete,
105299,2023-2024 Budget,5,14,Budget,keyword_match,medium,merge_to_canonical,6786.0
10530,Fossil Fuel Subsidies,3,17,,,,delete,
105300,The Big Ugly,2,0,,,,delete,
105301,Senate District 33,1,0,,,,delete,
105302,Gordon Creek Elementary School,1,0,Education,keyword_match,medium,merge_to_canonical,7001.0
105303,Free bus,1,1,,,,delete,
10531,Tax Expenditures,3,30,Taxes,keyword_match,medium,merge_to_canonical,7626.0
105313,SNAP/EBT/WIC etc,12,13,,,,delete,
105315,symposium,1,0,,,,delete,
105316,career,1,2,,,,delete,
105317,Safe Harbor for All,1,1,,,,delete,
10533,Flood Assistance,10,6,,,,delete,
10534,Equifax Breach,3,20,,,,delete,
10535,Puerto Rico Crisis,8,16,,,,delete,
10537,NYS Constitutional Protections,2,34,,,,delete,
10538,Sen. Murphy,1,0,,,,delete,
105382,2023 - 2024 State Budget,3,27,Budget,keyword_match,medium,merge_to_canonical,6786.0
105383,Onondaga Lake,1,1,,,,delete,
105384,Onondaga Lake,1,1,,,,delete,
10539,Rate Increase,6,23,,,,delete,
10540,Disaster Relief Effort,9,19,Emergency Management,keyword_match,medium,merge_to_canonical,71055.0
10541,Legal Advice,2,14,,,,delete,
10542,Putnam Hospital,2,2,Health Care,keyword_match,medium,merge_to_canonical,7166.0
10543,agriculture and veterans,1,18,Agriculture,keyword_match,medium,merge_to_canonical,6716.0
10544,nonprofits,23,81,,,,delete,
10545,Mass Shooting,8,61,,,,delete,
10546,Las Vegas,1,5,,,,delete,
10547,School Resource Officer,19,98,Education,keyword_match,medium,merge_to_canonical,7001.0
10548,Tax Reform,17,64,Taxes,keyword_match,medium,merge_to_canonical,7626.0
10549,U.S. Route 219,1,1,,,,delete,
10550,Pipeline of Opportunity for Youth People,1,1,Children,keyword_match,medium,merge_to_canonical,6816.0
105512,liberty award,2,1,,,,delete,
10552,Forever Wild Act,2,7,,,,delete,
10553,Campaign Reform,7,34,,,,delete,
